Price,Close,High,Low,Open,Volume
Ticker,BAC,BAC,BAC,BAC,BAC
Date,,,,,
2023-08-01,30.148090362548828,30.453194077270375,29.957399631567068,30.357848711779496,32712000
2023-08-02,29.73810386657715,29.823914505879447,29.347189540227316,29.709499713955907,38855100
2023-08-03,29.947860717773438,30.0813431196242,29.442531624456308,29.49973992687349,27933400
2023-08-04,29.842985153198242,30.195762463775267,29.71903744970781,29.900193464250695,30755100
2023-08-07,30.395984649658203,30.415054085767817,29.94786381245146,29.94786381245146,31745200
2023-08-08,29.814380645751953,29.852517698448942,29.06115430545054,29.842982980634325,45951800
2023-08-09,29.4234676361084,29.823916709588087,29.394863481373577,29.76670840011845,30732100
2023-08-10,29.49974250793457,29.862052695470172,29.366258275843357,29.566483714699434,26062600
2023-08-11,29.83344841003418,29.938326662996456,29.318584588257753,29.366256356098663,35709900
2023-08-14,29.490203857421875,29.661825119680433,29.318582595163313,29.604616819886747,32563700
2023-08-15,28.54629135131836,29.127894570731797,28.45094599481342,29.080222801760037,43406100
2023-08-16,27.92654800415039,28.450944713468175,27.850270267532625,28.365134078334524,47220400
2023-08-17,27.917016983032227,28.164914204175293,27.75493040838336,28.069568839341564,37202200
2023-08-18,27.754926681518555,27.983754435256117,27.630977178309873,27.688185480665265,31418000
2023-08-21,27.793066024780273,27.936083155348385,27.459358174413694,27.859807231141293,34959000
2023-08-22,27.116117477416992,27.878876720969046,27.09704804168782,27.77399664302008,37586400
2023-08-23,27.125652313232422,27.182858802107205,26.86822038545365,27.125652313232422,44686600
2023-08-24,27.287736892700195,27.44982344817258,27.049374418097354,27.077976751170425,31934800
2023-08-25,27.173320770263672,27.449822100133662,26.982630072521523,27.306803167546413,34253200
2023-08-28,27.421218872070312,27.650046625919526,27.24006288497918,27.354477671184455,33075200
2023-08-29,27.8121337890625,27.89794442595875,27.38308060458125,27.54516716110068,30428200
2023-08-30,27.688186645507812,27.907479691411808,27.58330657200529,27.85980610411002,33366400
2023-08-31,27.563203811645508,27.851621673258116,27.428609054055098,27.813166814110588,37243000
2023-09-01,27.861234664916992,28.00544358960759,27.649728364285174,27.649728364285174,35192000
2023-09-05,27.543975830078125,27.995832808630443,27.39976689736154,27.822781355884114,46543600
2023-09-06,27.29401206970215,27.457449344586664,27.034436731475225,27.303626242779593,45022600
2023-09-07,27.044048309326172,27.44783439862887,26.97675093339505,27.313239646766625,35023600
2023-09-08,27.265174865722656,27.284401380616597,26.88061522838388,27.034440183549144,36513900
2023-09-11,27.380538940429688,27.649730296724293,27.303627386304957,27.409381460869998,34168300
2023-09-12,27.851621627807617,28.015058904778996,27.3036265914083,27.36130979689348,42284000
2023-09-13,27.765098571777344,28.063132468485495,27.592048938686563,27.99583508333082,37215700
2023-09-14,28.072744369506836,28.303479028661073,27.97660446976355,28.04390184946903,44634800
2023-09-15,27.726642608642578,27.966991451065823,27.64011687867292,27.832396686097972,61166000
2023-09-18,27.649730682373047,27.688185543113722,27.39015349593805,27.688185543113722,25752300
2023-09-19,27.543975830078125,27.822781355884114,27.40938107070479,27.649729903137786,34888100
2023-09-20,27.447837829589844,27.851623969365534,27.428611315289054,27.697800852662052,26641100
2023-09-21,26.967140197753906,27.486294593191506,26.938299509373728,27.26517409160121,39861300
2023-09-22,26.572965621948242,27.101734139500778,26.534510763311633,26.986365896158908,41284400
2023-09-25,26.534513473510742,26.553741821651013,26.294164622905964,26.43837356652559,32749200
2023-09-26,26.121112823486328,26.43837322888429,25.967289707761022,26.284550113158986,42237400
2023-09-27,26.217252731323242,26.54412731069449,26.024972919793267,26.178796035530773,38296300
2023-09-28,26.49605369567871,26.572965245578605,26.121110119131238,26.121110119131238,36734300
2023-09-29,26.323001861572266,26.90945356697819,26.21724962809281,26.813313672592898,40613400
2023-10-02,25.66925811767578,26.30377894002586,25.553889861922944,26.217253206640287,50388600
2023-10-03,24.909753799438477,25.496205559795484,24.823228069755768,25.467363038662533,62144500
2023-10-04,24.938596725463867,25.005894108817223,24.592493801113843,24.880911682261416,55696400
2023-10-05,25.05396270751953,25.08280522861777,24.5732650248457,24.784773178800513,49044100
2023-10-06,25.063573837280273,25.217396930356994,24.486736321384623,24.775155996190403,58120700
2023-10-09,25.294309616088867,25.34238048091278,24.72708624717865,24.765542939037783,39953700
2023-10-10,25.967288970947266,26.246092672644846,25.54427449784749,25.58273119254571,51960100
2023-10-11,25.976903915405273,26.38069005313703,25.86153566160355,26.121112857370292,38508200
2023-10-12,25.861534118652344,26.03458557217224,25.582730425316125,25.92883149863984,44249800
2023-10-13,25.726940155029297,26.649878824082624,25.496205487765966,26.371075122116316,55089700
2023-10-16,25.94805908203125,26.130724703563427,25.736552774904958,26.111496357356664,56817500
2023-10-17,26.553739547729492,26.79408837775207,25.68848229267537,26.005742674956533,95344200
2023-10-18,26.255708694458008,26.957528752372586,26.1595687846613,26.476831037105313,68371100
2023-10-19,25.919218063354492,26.70756380002995,25.84230650779056,26.19802359834632,58611000
2023-10-20,25.294309616088867,25.899989676858212,25.227012239051383,25.76539308906725,62029800
2023-10-23,24.582876205444336,25.198168577562434,24.534807176516075,25.121257031047673,59857200
2023-10-24,24.486740112304688,24.87129973824808,24.419442727879453,24.74631730970162,55975700
2023-10-25,24.56365203857422,24.659791946499695,24.20793676308104,24.40021474521577,45522400
2023-10-26,25.111648559570312,25.34238323464904,24.457899396655815,24.50596843298698,60921000
2023-10-27,24.198322296142578,25.063577789570754,23.996428308570156,25.063577789570754,64709300
2023-10-30,24.698246002197266,24.784771726706463,24.30407407219582,24.342528931024336,41891900
2023-10-31,25.323152542114258,25.36160740087565,24.72708664472649,24.7463149909652,50106700
2023-11-01,25.380836486816406,25.59234463417436,25.140487652975878,25.41929318041461,44046300
2023-11-02,26.553739547729492,26.592194407000758,25.56350170789869,25.678868119428543,63278300
2023-11-03,27.322858810424805,27.813170710833493,27.044053249250407,27.072895772939024,62595200
2023-11-06,27.236331939697266,27.659346434279364,26.93829987551535,27.457452444293004,45548000
2023-11-07,27.072893142700195,27.169033045272247,26.8710009976434,26.96713906649933,33081900
2023-11-08,26.813316345214844,27.11135023088743,26.60181002345804,27.07289353581375,31896000
2023-11-09,26.467214584350586,26.99598129213974,26.342232162258973,26.986367118616066,32267900
2023-11-10,26.61142349243164,26.69794922033967,26.284548927827107,26.688335046825877,32858500
2023-11-13,26.630651473999023,26.774860407294685,26.361460120455334,26.476828367321506,28521800
2023-11-14,28.091968536376953,28.274634147262237,27.37092209909475,27.39976461672377,66676300
2023-11-15,28.476531982421875,28.582284227369108,28.072745849189822,28.072745849189822,46968900
2023-11-16,28.399620056152344,28.55344316836348,28.09197199801393,28.293865978863632,36952800
2023-11-17,28.8226318359375,28.841860182817907,28.4092315465892,28.56305465420028,38493300
2023-11-20,28.85147476196289,29.082209426624058,28.60151175015093,28.8226322412367,46783400
2023-11-21,28.514986038208008,28.832246431515422,28.409231962533497,28.832246431515422,41611900
2023-11-22,28.48614501953125,28.639969971221735,28.38039277199657,28.591899100782143,41422700
2023-11-24,28.582284927368164,28.736108045346064,28.341936076313168,28.341936076313168,15815600
2023-11-27,28.418846130371094,28.543828553182276,28.370777096192093,28.457302824687186,42039500
2023-11-28,28.39000701904297,28.505373440962043,28.188113030110262,28.39000701904297,29705800
2023-11-29,29.139894485473633,29.428314209909054,28.65919677846416,28.72649416405089,57954900
2023-11-30,29.54690170288086,29.60504530195377,29.110821937306522,29.275561826621146,52547700
2023-12-01,30.002365112304688,30.089581440403975,29.411234480950604,29.45968717507163,46088100
2023-12-04,29.866695404052734,30.04112805624463,29.575975549300747,29.585666457572714,37811300
2023-12-05,29.634119033813477,29.8376244100194,29.391851873024173,29.731026267799546,45723100
2023-12-06,29.585664749145508,30.54504243244981,29.498448428085876,29.827931896899678,49803100
2023-12-07,29.711645126342773,29.973294109543975,29.595357921598993,29.643810615516937,32699600
2023-12-08,30.002365112304688,30.176797768503263,29.663192556753902,29.721336159369493,34786800
2023-12-11,29.895769119262695,30.118654471846465,29.760098247312374,29.963603631061947,32254000
2023-12-12,29.789169311523438,29.90545835980142,29.508140371408544,29.818242035680864,34566700
2023-12-13,31.04895782470703,31.13617414374791,29.682569442517167,29.798858484022208,60311100
2023-12-14,32.89018630981445,33.01616626042706,31.562563388861317,31.611016078572856,107190000
2023-12-15,32.56070327758789,32.96771400932698,32.260294379357674,32.773899551199,83732200
2023-12-18,32.39596176147461,32.744827029215905,32.376579946966416,32.66729977118312,40694700
2023-12-19,32.473487854003906,32.62853868545205,31.785450020496732,32.008335359659476,44534800
2023-12-20,31.95988655090332,32.66730628637681,31.93081567169467,32.34751552497004,44711400
2023-12-21,32.17307662963867,32.41534376736682,31.872664048042633,32.21184025888393,32325700
2023-12-22,32.39596176147461,32.62853614216672,32.17307643968503,32.18276549858757,37258100
2023-12-26,32.81266403198242,32.909569415204516,32.33781878210599,32.415346046046395,24845400
2023-12-27,32.793277740478516,32.8998758654967,32.618845117122014,32.75451411379865,24498600
2023-12-28,32.8320426940918,32.91925900929497,32.72544456476536,32.773897251722,21799600
2023-12-29,32.628536224365234,32.93864156057449,32.51224903372623,32.89018517583036,28037800
2024-01-02,32.8514289855957,33.01616888304158,32.24091469596544,32.35720189985096,36668600
2024-01-03,32.49287033081055,32.72544843106427,32.21184323457931,32.60916122928916,45988700
2024-01-04,32.7545166015625,33.24874363751098,32.50256040241265,32.53163127627908,39834600
2024-01-05,33.36503219604492,33.616988405512885,32.66730162105157,32.754517942925744,49228900
2024-01-08,33.10338592529297,33.239054948874326,32.599469768631046,33.239054948874326,40253900
2024-01-09,32.58977508544922,32.79327858570937,32.47348420241227,32.77389677186988,39268800
2024-01-10,32.56070327758789,32.58977784916424,32.2118416890015,32.46379789687556,34904000
2024-01-11,32.1246223449707,32.46379484225336,31.766064337325652,32.328125843340295,48790600
2024-01-12,31.78544807434082,32.16338422181147,30.9714303349028,31.252461104915458,74320300
2024-01-16,31.126482009887695,31.504418167715798,30.835762172843257,31.407512787602084,58420800
2024-01-17,30.816383361816406,31.00050692901592,30.302778143075624,30.738857941156372,48811300
2024-01-18,30.74854850769043,30.787312141765096,30.42875591998166,30.767930324727764,35484400
2024-01-19,31.223390579223633,31.23307963839621,30.59349452861245,30.81637985661402,49331400
2024-01-22,31.543182373046875,31.96957492540248,31.32029703736252,31.359060668795458,43903400
2024-01-23,31.756378173828125,31.804830864042277,31.38813107413463,31.53349284148039,30003400
2024-01-24,31.95988655090332,32.308751888222595,31.892052034947223,32.0083392484857,36403900
2024-01-25,32.357200622558594,32.41534607055786,31.814524561379073,32.1827679752642,46204000
2024-01-26,32.39596176147461,32.62853614216672,32.28936363003109,32.36689088806388,30839800
2024-01-29,32.570396423339844,32.60916005476985,32.211842074370644,32.366892903387324,30269300
2024-01-30,33.713897705078125,33.81080308704027,32.793281789624324,32.851427236823625,60315700
2024-01-31,32.95802307128906,34.01430804481566,32.94833401136468,33.500702844642454,54716000
2024-02-01,32.51225280761719,33.19060160904048,31.911431273421044,32.880499933539014,57084800
2024-02-02,32.43472671508789,32.66730110527807,32.14400318229524,32.33781763858925,40401300
2024-02-05,31.969573974609375,32.26029380830352,31.843594024550722,32.08586116874638,43573000
2024-02-06,32.018028259277344,32.3281299235611,31.862977427135462,31.901737362643356,27188000
2024-02-07,32.1536979675293,32.231221536917474,31.620710951611226,32.037410765095274,29660100
2024-02-08,32.09555435180664,32.250605196145656,31.785452663128602,32.0277198384523,36852200
2024-02-09,32.04710006713867,32.2215327204594,31.82421472049631,32.07617094379095,36176000
2024-02-12,32.58008575439453,32.919261987179055,31.959882433158516,31.979264249035065,34160400
2024-02-13,31.736997604370117,32.27967736750236,31.34936867403231,32.09555196207535,43801500
2024-02-14,32.10523986816406,32.15369255296035,31.85327999249874,31.959878117072307,27833900
2024-02-15,33.01616668701172,33.180910270203434,32.289365241838226,32.289365241838226,41683100
2024-02-16,33.035552978515625,33.0936984328209,31.48504449741317,32.870809373002594,33257400
2024-02-20,32.909568786621094,33.035548739766284,32.725447083334544,32.735136142790324,30372900
2024-02-21,32.65761184692383,32.69637547728701,32.1440029863698,32.328128382243285,37878900
2024-02-22,32.570396423339844,33.01616709467489,32.33781833146314,32.33781833146314,42756900
2024-02-23,32.87080383300781,32.99678378108486,32.45410775251269,32.68668213712842,30586000
2024-02-26,32.570396423339844,33.161528864185755,32.49286916047982,32.74482906807153,31129200
2024-02-27,33.219669342041016,33.36503110598333,32.66730055378538,32.6866823687579,40536300
2024-02-28,33.248748779296875,33.52977589577288,33.05493429790725,33.16153244750673,39548600
2024-02-29,33.687896728515625,33.814764124204714,33.326816611432605,33.502478013850094,43863400
2024-03-01,33.52199172973633,33.814763207659325,33.20970562784618,33.697653127392535,38424200
2024-03-04,34.302711486816406,34.566199866545126,33.42440447857377,33.463441172883236,49136400
2024-03-05,34.536922454833984,34.85896958243079,34.02945662279119,34.08801166128439,47591600
2024-03-06,34.566200256347656,34.92728409866605,34.224638484148215,34.79065938978627,49149700
2024-03-07,34.771141052246094,35.03463315776481,34.40029989750745,34.7418616698035,35900700
2024-03-08,34.74186325073242,35.25909017298814,34.644275232133985,35.00535536824135,42749600
2024-03-11,35.024871826171875,35.063908520602105,34.41981795347968,34.53692431402628,34131500
2024-03-12,35.09318542480469,35.278607868553145,34.91752401638205,35.03463410382662,29260400
2024-03-13,35.210296630859375,35.57137677175755,35.093186539694294,35.093186539694294,38289600
2024-03-14,34.82969284057617,35.34691974625921,34.62475577443936,35.05414825435614,40178100
2024-03-15,34.55644226074219,35.141977779433084,34.39054189545258,34.429574866686345,69638100
2024-03-18,35.1419792175293,35.22005260867986,34.53692532708921,34.80041743810607,50617900
2024-03-19,35.1614990234375,35.51282185269574,34.98583760880838,35.02487430600248,46113800
2024-03-20,35.86414337158203,35.99101077145533,34.868729965968,34.97607901795739,40519000
2024-03-21,36.6058235168457,36.69365422464475,35.99101228499671,36.03980629538632,43219500
2024-03-22,36.15690994262695,36.703412496979965,36.10811593591102,36.50823274737217,28955900
2024-03-25,35.97148895263672,36.38136305041687,35.95197060663616,36.20570165915571,30480200
2024-03-26,36.19594192504883,36.34232764888396,35.9129315110975,36.10811123529647,33673400
2024-03-27,36.89859390258789,36.93762687606597,36.34233401102452,36.352091323707974,36350200
2024-03-28,37.00593566894531,37.08400905387053,36.51798818139439,36.810759652120055,42262500
2024-04-01,36.615577697753906,37.42556854226703,36.53750431755118,37.02545177558722,33908000
2024-04-02,36.400882720947266,36.674135852154166,36.26425801671581,36.29353367540998,34806800
2024-04-03,36.537506103515625,37.103526969421665,36.37160574659107,36.498473134249984,33338500
2024-04-04,36.03004455566406,37.04497633201231,35.98125054622784,36.79124524929739,42888200
2024-04-05,36.2154655456543,36.43992095822178,35.84462438792604,35.92269777807689,30818000
2024-04-08,36.596065521240234,36.67413891460281,36.23498538379907,36.303297741619176,29470300
2024-04-09,36.82051467895508,36.859551368995255,36.30329156552558,36.60581660647778,30977700
2024-04-10,35.76655197143555,36.332569115547514,35.668960241248065,36.283775111825705,37610700
2024-04-11,35.473785400390625,35.864144929537765,35.18101761490246,35.864144929537765,38604000
2024-04-12,34.92728042602539,35.220048160374944,34.673545659577044,34.94679877134786,47118300
2024-04-15,35.08342742919922,35.8739000289675,34.898004989060674,35.45426858673217,44392000
2024-04-16,33.84403991699219,35.29812142604347,33.32681674269471,35.229809071805846,95566100
2024-04-17,34.38077926635742,34.888245096305674,33.91235012857685,34.048974828419865,65951400
2024-04-18,34.90776443481445,35.12246252509668,34.33198623857536,34.68330903258484,44506200
2024-04-19,36.07884216308594,36.22522419088841,35.19077779253817,35.2298107663056,56240900
2024-04-22,36.82051467895508,36.996176061392205,35.98124445680964,36.108111838068375,43867100
2024-04-23,37.445091247558594,37.49388525449521,36.918110760801355,37.025456086964276,39180300
2024-04-24,37.396297454833984,37.56220154666174,37.08401134135787,37.103529688793145,28670600
2024-04-25,36.996177673339844,37.347500453521455,36.4789545373746,37.01569601921036,41116000
2024-04-26,36.91810989379883,37.38653905032895,36.8693121652641,37.015697905380264,28668700
2024-04-29,36.644859313964844,37.142567886846564,36.54727129558316,36.92786977911372,26438800
2024-04-30,36.11787414550781,36.76196472929516,36.08859848529972,36.44967861126155,30283800
2024-05-01,36.059322357177734,36.60582119527297,35.88366095272023,36.31305342875851,32272000
2024-05-02,35.99101257324219,36.58630918389846,35.76655714545685,36.46919909073223,34860300
2024-05-03,36.352088928222656,36.62533833828424,36.186188564326415,36.352088928222656,34082700
2024-05-06,36.78147888183594,36.87907060930554,36.45943548804561,36.752203224966934,28422300
2024-05-07,36.9278678894043,37.230396687297066,36.79124318156372,36.79124318156372,29119500
2024-05-08,36.801002502441406,36.90835155667367,36.615583777786576,36.79124518966769,32803300
2024-05-09,37.357261657714844,37.49388637030093,36.55702800735846,36.6253403636515,26855400
2024-05-10,37.52316665649414,37.84521009780474,37.40606028899432,37.552442317683024,27359100
2024-05-13,37.288944244384766,37.845204054614754,37.25966858787068,37.689061015300084,24060600
2024-05-14,37.562198638916016,37.85496638229327,37.44508856337005,37.47436794362846,27594800
2024-05-15,37.97207260131836,38.29411972381944,37.8452052146291,37.86472356048466,34084400
2024-05-16,38.27460479736328,38.41122950781427,37.77689624044136,37.98183330611784,32554200
2024-05-17,38.342918395996094,38.53809815557441,38.21605099385855,38.499061459109896,25537300
2024-05-20,37.88424301147461,38.51857624068143,37.85496735320916,38.31363546459152,28369800
2024-05-21,38.69424057006836,38.79182858684954,37.83545187596595,37.83545187596595,31799200
2024-05-22,38.80158233642578,38.85038006307967,38.39170823628897,38.46002058631177,42837600
2024-05-23,38.225807189941406,38.879658807016654,38.00135177594368,38.81134645157144,39033900
2024-05-24,38.74303436279297,38.82110403123449,38.12821943681014,38.21605014052197,22162100
2024-05-28,38.372188568115234,38.78206637687414,38.16725152510765,38.694235683764646,31217900
2024-05-29,37.786659240722656,37.9623206555076,37.630516174552085,37.903765609664504,26677500
2024-05-30,37.698829650878906,38.17701617650106,36.68389782931123,37.796417674099295,51008600
2024-05-31,39.02604293823242,39.11387363770533,37.72810079299323,37.76713748670208,58188400
2024-06-03,38.918697357177734,39.22122245349776,38.411231462010576,39.07484042317191,31898600
2024-06-04,38.723514556884766,39.172425371066566,38.46977976782962,38.66495951570033,26974200
2024-06-05,38.99676513671875,39.02604451955879,38.56737265675455,38.86014042594579,34140300
2024-06-06,38.74303436279297,39.035802134251014,38.46978121638716,38.947971430539184,38676400
2024-06-07,39.05721664428711,39.23394643641941,38.56630138733876,38.56630138733876,25928700
2024-06-10,38.949214935302734,39.11612807132365,38.49757379494106,38.860853784062854,37182700
2024-06-11,38.15393829345703,38.63503319733123,37.761204549350836,38.615399880973825,44629000
2024-06-12,38.693939208984375,39.15540073480139,38.38957041072842,39.07685249832783,38964700
2024-06-13,38.54666519165039,38.63503008969727,38.22266306240268,38.57612265459019,40018700
2024-06-14,38.52703094482422,38.7626681703245,38.20302507802862,38.38957152699852,32347900
2024-06-17,38.79212188720703,38.81175894689644,38.27175291428936,38.37975486988801,26135400
2024-06-18,39.263404846191406,39.2928585637955,38.74303211440608,38.841217415396834,30804500
2024-06-20,39.263404846191406,39.57759031858928,39.027763869199866,39.05721758680396,29383300
2024-06-21,38.77248764038086,39.18485464778198,38.65466528507819,39.12594347013065,72251500
2024-06-24,39.2928581237793,39.607043592658805,38.92958187764728,39.04740049213054,31064900
2024-06-25,38.66448974609375,39.34195150596173,38.635032281482815,39.05721973550367,30928600
2024-06-26,38.29138946533203,38.635028641866455,37.77102049932672,38.45829885239557,44310200
2024-06-27,38.53684616088867,38.635027710277924,37.64338057805676,37.99684014847572,29464200
2024-06-28,39.047401428222656,39.33213318665385,38.60557693158569,39.0179477102423,52028200
2024-07-01,39.28303909301758,39.60704497589491,38.949216552501404,39.18485753508367,26770500
2024-07-02,40.18632507324219,40.21577879148397,39.233948232636884,39.27322235388349,35626100
2024-07-03,40.15686798095703,40.45141637478547,40.009591911349794,40.274686589411196,17100700
2024-07-05,39.6757698059082,40.21577582435506,39.55795119624741,40.18632210828638,23489000
2024-07-08,39.881954193115234,40.294324954147,39.69540774490215,39.86231713350552,26728500
2024-07-09,40.66741943359375,41.069973553183566,39.86231868518673,40.01941142279331,34697200
2024-07-10,40.98160934448242,41.00124265980093,40.32378091972139,40.529964439043034,25333400
2024-07-11,41.05033493041992,41.13869982604707,40.63796416903118,41.01106081116649,33824600
2024-07-12,40.83433151245117,41.15833363673469,40.34341625202035,40.73614995851949,31856600
2024-07-15,41.12887954711914,41.462702071004045,40.94233309818406,41.0896054277477,36648100
2024-07-16,43.328182220458984,43.59327691228858,41.452886063044794,41.74743447217116,75953300
2024-07-17,43.180908203125,43.63254936835647,42.85690606124552,42.85690606124552,65713600
2024-07-18,42.2285270690918,43.436181848918636,42.14998257871613,42.8274442579236,48549200
2024-07-19,42.12053298950195,42.76854101647646,41.91434572312058,42.081258867773464,43903000
2024-07-22,41.531429290771484,42.091072374656285,41.197606771841414,41.865251809701554,42838300
2024-07-23,41.63943099975586,42.00270723294687,41.384156719904745,41.4528845546872,36705100
2024-07-24,41.42342758178711,41.973254011919686,41.30560897011089,41.511792476890804,36567200
2024-07-25,40.922698974609375,41.5314328869973,40.90306191351474,41.25652152244529,41593900
2024-07-26,40.91287612915039,41.1976078799464,40.657601840931136,40.824514977578744,52049300
2024-07-29,40.34341812133789,41.11906516765098,40.23541615977703,41.02087986378367,37133100
2024-07-30,40.52996063232422,41.12887781871818,40.0685028579537,40.30414007350758,44163200
2024-07-31,39.57759094238281,40.62814933453129,39.48922604279153,40.48087325341703,50851600
2024-08-01,38.78230667114258,39.71504644142453,38.27175433640523,39.705226038521836,60107800
2024-08-02,36.897193908691406,37.82992993594171,36.50446019009083,37.309560942374326,76728000
2024-08-05,35.984092712402344,36.28845779902258,34.50152642034706,35.00226211992628,76075200
2024-08-06,36.249183654785156,36.63210073174681,35.8760907265453,35.98409269091501,40614100
2024-08-07,36.62228012084961,37.888842476101765,36.59282640178352,37.40774384083242,44952400
2024-08-08,37.515743255615234,37.7219267658418,36.97573721890395,37.132829952226984,36557800
2024-08-09,37.584468841552734,37.751381967492335,37.221192619758504,37.46665023496276,26411200
2024-08-12,37.476470947265625,38.02629741316376,37.319378206349924,37.800476832184096,33040600
2024-08-13,37.761199951171875,37.780837010524635,37.427377432947125,37.672835056777494,21553500
2024-08-14,38.1048469543457,38.212845174277746,37.73175027744159,37.82011518130345,25658900
2024-08-15,38.32084655761719,38.959037936414646,38.26193911952825,38.71358029001354,37379800
2024-08-16,38.625213623046875,38.70375811870627,38.28157443193776,38.29139108937533,26886600
2024-08-19,38.949214935302734,39.017946517466314,38.733214767739355,38.762668484819315,27268900
2024-08-20,37.98701858520508,38.52702832649828,37.64337942746024,38.409205976369265,44440800
2024-08-21,38.04593276977539,38.28157374328716,37.69247318220084,38.16375138383817,33751100
2024-08-22,38.52703094482422,38.576121721354596,37.869202554081404,38.0753860627407,35421600
2024-08-23,39.047401428222656,39.440131401043935,38.55648615315632,38.55648615315632,45616600
2024-08-26,39.194671630859375,39.4695867168006,38.93939734968479,39.273219868381474,44659500
2024-08-27,38.949214935302734,39.40085982105061,38.890307501142814,39.27322080472711,32323900
2024-08-28,39.22412872314453,39.53831417950117,38.61539486962681,38.625211526531544,40700500
2024-08-29,39.440128326416016,39.60704145452743,38.81175742257873,39.32230971829303,34810800
2024-08-30,40.00959396362305,40.117595920823454,39.40086008576809,39.44013046034315,49098200
2024-09-03,39.960506439208984,40.156873309613715,39.499044855565835,39.842687815120755,48489300
2024-09-04,39.764137268066406,40.20596176456663,39.54813334858045,39.92123000622356,39629600
2024-09-05,39.410675048828125,40.19613868735609,39.28303603713418,40.05868301878696,34214500
2024-09-06,38.303855895996094,39.410678023600894,38.106212588027944,39.30197194233574,47007600
2024-09-09,39.0055046081543,39.24267809413583,38.63985618174216,38.78809243783407,37610200
2024-09-10,38.8177375793457,39.371148654397494,37.878920537999946,39.371148654397494,53983900
2024-09-11,38.54103469848633,38.57068044191692,37.56268369742611,38.531154040611,41190000
2024-09-12,38.32362365722656,38.86715410151181,38.07656573520771,38.59044666538349,39948800
2024-09-13,38.19515609741211,38.629976681275316,37.98762457870483,38.422448932372745,31887300
2024-09-16,38.639854431152344,38.748560511387495,38.33350504482172,38.35327012939215,26336400
